Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Product category,Product Subcategory,Part des frais de port,,TOP 100,
16804,03-10-2015,High,36,"2,575","2,237",180,7,150,03-12-2015,Express Air,Ed Ludwig,1044,Office Supplies,Paper,0.29%,,,
16807,01-15-2015,Medium,30,"1,701","1,467",204,3,27,01-17-2015,Regular Air,Quincy Jones,830,Office Supplies,Paper,0.15%,,,
16807,01-15-2015,Medium,48,463,398,51,7,7,01-18-2015,Regular Air,Quincy Jones,551,Office Supplies,Paper,1.59%,,,
16864,10-29-2015,Not Specified,42,222,190,16,65,-49,10-31-2015,Delivery Truck,Cindy Chapman,39,Furniture,Tables,29.44%,,,
16866,02-06-2015,Not Specified,43,"1,036",842,83,6,105,02-08-2015,Regular Air,Penelope Sewall,121,Technology,Telephones and Communication,0.58%,,,
16897,06-15-2015,Not Specified,1,"1,131",915,34,88,93,06-18-2015,Delivery Truck,Sally Hughsby,92,Furniture,Chairs & Chairmats,7.82%,,,
16897,06-15-2015,Not Specified,48,321,259,26,2,35,06-17-2015,Regular Air,Sally Hughsby,974,Office Supplies,Pens & Art Supplies,0.47%,,,
16935,12-15-2015,Not Specified,3,187,157,15,2,13,12-17-2015,Regular Air,Michael Grace,1152,Office Supplies,Paper,0.98%,,,
16935,12-15-2015,Not Specified,43,13,12,2,1,-1,12-17-2015,Express Air,Michael Grace,716,Office Supplies,Pens & Art Supplies,7.81%,,,
17061,10-30-2015,Critical,28,"1,332","1,079",27,1,226,11-02-2015,Regular Air,Ivan Liston,716,Office Supplies,Pens & Art Supplies,0.08%,,,
17091,07-21-2015,Medium,45,"3,735","3,034",0,8,693,07-24-2015,Regular Air,Kean Nguyen,172,Technology,Telephones and Communication,0.21%,,,
17093,02-11-2015,Not Specified,50,48,41,6,87,-87,02-14-2015,Delivery Truck,Janet Martin,269,Furniture,Chairs & Chairmats,182.33%,,,
17152,03-12-2015,High,32,81,65,6,15,-6,03-15-2015,Regular Air,Dave Hallsten,707,Office Supplies,Storage & Organization,18.02%,,,
17157,09-19-2015,Low,31,797,606,96,6,89,09-21-2015,Regular Air,Rick Duston,226,Technology,Telephones and Communication,0.79%,,,
17187,09-23-2015,High,4,223,166,27,24,7,09-25-2015,Delivery Truck,Bill Stewart,54,Technology,Office Machines,10.79%,,,
17216,05-27-2015,Medium,7,584,468,41,88,-13,05-29-2015,Delivery Truck,Eric Barreto,92,Furniture,Chairs & Chairmats,15.14%,,,
17218,07-23-2015,Critical,32,3,3,0,3,-3,07-25-2015,Regular Air,Clay Ludtke,962,Office Supplies,Paper,89.47%,,,
17414,06-29-2015,High,32,"3,900","3,201",507,8,184,07-01-2015,Regular Air,Katherine Nockton,724,Office Supplies,Paper,0.19%,,,
17414,06-29-2015,High,39,31,27,3,30,-29,07-01-2015,Regular Air,Katherine Nockton,98,Technology,Computer Peripherals,96.91%,,,
17447,05-18-2015,Low,42,129,110,3,14,1,05-21-2015,Regular Air,Carol Darley,596,Office Supplies,Paper,11.13%,,,
17507,06-12-2015,Medium,27,"2,520","2,019",151,5,344,06-14-2015,Regular Air,Lela Donovan,644,Office Supplies,Appliances,0.21%,,,
17507,06-12-2015,Medium,22,393,316,51,42,-16,06-15-2015,Delivery Truck,Lela Donovan,64,Technology,Office Machines,10.71%,,,
17508,06-27-2015,Low,50,64,55,1,1,7,06-30-2015,Express Air,Roy Skaria,855,Office Supplies,Pens & Art Supplies,1.64%,,,
17510,10-30-2015,Critical,28,"4,799","3,859",0,2,938,11-02-2015,Regular Air,Denny Ordway,533,Office Supplies,Envelopes,0.04%,,,
17543,05-25-2015,Critical,26,"1,084",928,87,12,57,05-27-2015,Regular Air,Tracy Collins,79,Technology,Telephones and Communication,1.12%,,,
17543,05-25-2015,Critical,1,"1,053",902,126,14,11,05-28-2015,Regular Air,Tracy Collins,1114,Office Supplies,Paper,1.36%,,,
17543,05-25-2015,Critical,35,6,6,1,26,-26,05-27-2015,Regular Air,Tracy Collins,563,Office Supplies,Paper,395.37%,,,
17571,03-15-2015,Not Specified,32,511,434,10,2,64,03-18-2015,Regular Air,Thomas Thornton,1092,Office Supplies,Rubber Bands,0.46%,,,
17571,03-15-2015,Not Specified,50,95,82,3,8,2,03-17-2015,Express Air,Thomas Thornton,297,Technology,Computer Peripherals,8.65%,,,
17634,07-21-2015,High,5,108,87,12,63,-54,07-24-2015,Delivery Truck,Alan Hwang,124,Furniture,Chairs & Chairmats,58.11%,,,
17698,05-13-2015,High,43,"2,247","1,813",247,5,182,05-16-2015,Regular Air,Michael Kennedy,434,Office Supplies,Appliances,0.23%,,,
17698,05-13-2015,High,40,"1,452","1,167",87,16,181,05-15-2015,Regular Air,Michael Kennedy,1001,Office Supplies,Binders and Binder Accessories,1.13%,,,
17698,05-13-2015,High,22,861,692,112,13,43,05-16-2015,Regular Air,Michael Kennedy,299,Technology,Telephones and Communication,1.57%,,,
17700,10-27-2015,Critical,20,"1,112",888,44,53,127,10-30-2015,Regular Air,Darren Budd,473,Furniture,Office Furnishings,4.72%,,,
17701,05-21-2015,Critical,21,"2,273","1,815",273,7,178,05-24-2015,Regular Air,Brad Thomas,1233,Office Supplies,Binders and Binder Accessories,0.31%,,,
17702,04-13-2015,High,9,"5,961","4,826",179,6,950,04-16-2015,Express Air,Mark Cousins,354,Technology,Computer Peripherals,0.10%,,,
17702,04-13-2015,High,48,218,183,26,14,-5,04-15-2015,Regular Air,Mark Cousins,783,Office Supplies,Appliances,6.35%,,,
17735,07-12-2015,Low,45,"2,678","2,146",107,8,416,07-14-2015,Regular Air,Ed Ludwig,897,Office Supplies,Binders and Binder Accessories,0.31%,,,
17735,07-12-2015,Low,28,306,265,25,1,16,07-14-2015,Regular Air,Ed Ludwig,828,Office Supplies,Rubber Bands,0.35%,,,
17797,07-10-2015,Low,16,"1,010",761,30,4,215,07-13-2015,Regular Air,Vivek Grady,905,Office Supplies,Envelopes,0.37%,,,
17797,07-10-2015,Low,10,37,31,0,86,-81,07-13-2015,Delivery Truck,Vivek Grady,142,Furniture,Bookcases,235.55%,,,
17799,09-20-2015,Medium,8,79,68,2,19,-11,09-23-2015,Regular Air,Darren Budd,248,Furniture,Office Furnishings,23.66%,,,
17826,06-30-2015,High,18,"1,103",887,66,11,139,07-03-2015,Regular Air,Michelle Arnett,1239,Office Supplies,Binders and Binder Accessories,0.95%,,,
17831,10-25-2015,Critical,34,247,188,20,4,35,10-28-2015,Regular Air,Ricardo Emerson,1078,Furniture,Office Furnishings,1.72%,,,
17831,10-25-2015,Critical,38,237,205,0,8,24,10-28-2015,Express Air,Ricardo Emerson,937,Office Supplies,Paper,3.38%,,,
17862,05-07-2015,Not Specified,1,105,91,0,10,4,05-10-2015,Regular Air,Neil Knudson,276,Technology,Computer Peripherals,9.29%,,,
17862,05-07-2015,Not Specified,31,21,16,2,1,2,05-10-2015,Express Air,Neil Knudson,936,Office Supplies,Pens & Art Supplies,5.01%,,,
17953,08-20-2015,High,21,"1,892","1,517",38,90,248,08-22-2015,Delivery Truck,Troy Staebel,399,Office Supplies,Appliances,4.76%,,,
17953,08-20-2015,High,17,"1,445","1,233",0,2,210,08-22-2015,Regular Air,Troy Staebel,627,Office Supplies,Pens & Art Supplies,0.12%,,,
17953,08-20-2015,High,30,380,309,15,29,27,08-22-2015,Regular Air,Troy Staebel,589,Office Supplies,Envelopes,7.70%,,,
17959,09-09-2015,Medium,21,"1,148",997,80,37,34,09-11-2015,Regular Air,Doug Jacobs,168,Furniture,Office Furnishings,3.20%,,,
17959,09-09-2015,Medium,28,99,81,2,30,-13,09-12-2015,Regular Air,Doug Jacobs,492,Office Supplies,Paper,30.20%,,,
17986,04-05-2015,Not Specified,43,"1,888","1,422",132,2,331,04-08-2015,Regular Air,George Ashbrook,1088,Office Supplies,Binders and Binder Accessories,0.12%,,,
18112,03-16-2015,Not Specified,13,89,78,7,2,3,03-18-2015,Regular Air,Henry MacAllister,951,Office Supplies,Paper,2.25%,,,
18113,08-28-2015,Not Specified,27,"1,267","1,015",139,45,67,08-31-2015,Delivery Truck,Becky Castell,38,Furniture,Chairs & Chairmats,3.55%,,,
18208,04-01-2015,Not Specified,34,176,153,14,2,7,04-03-2015,Regular Air,Roy Collins,876,Office Supplies,Envelopes,1.19%,,,
18208,04-01-2015,Not Specified,36,193,167,21,8,-2,04-04-2015,Regular Air,Roy Collins,1213,Office Supplies,Pens & Art Supplies,4.04%,,,
18275,01-10-2015,Low,25,136,108,14,7,7,01-12-2015,Regular Air,Helen Andreada,829,Furniture,Office Furnishings,5.47%,,,
18368,11-30-2015,Not Specified,3,"1,328","1,145",106,22,54,12-02-2015,Delivery Truck,Alyssa Crouse,48,Technology,Office Machines,1.66%,,,
18368,11-30-2015,Not Specified,3,323,279,0,5,39,12-03-2015,Regular Air,Alyssa Crouse,224,Office Supplies,Appliances,1.62%,,,
18368,11-30-2015,Not Specified,35,213,171,23,8,11,12-03-2015,Regular Air,Alyssa Crouse,367,Office Supplies,Paper,3.58%,,,
18373,04-12-2015,Critical,35,"6,516","4,940",782,1,793,04-14-2015,Regular Air,Tracy Poddar,239,Office Supplies,Appliances,0.02%,,,
18374,09-30-2015,Low,21,"2,561","2,073",307,8,172,10-02-2015,Regular Air,Nick Crebassa,1230,Office Supplies,Paper,0.32%,,,
18464,03-28-2015,High,31,"5,586","4,388",391,2,805,03-31-2015,Regular Air,Brian Derr,951,Office Supplies,Paper,0.04%,,,
18464,03-28-2015,High,37,"4,886","3,943",98,99,747,03-31-2015,Delivery Truck,Brian Derr,36,Furniture,Bookcases,2.03%,,,
18464,03-28-2015,High,41,200,174,4,1,21,03-31-2015,Regular Air,Brian Derr,906,Office Supplies,Rubber Bands,0.57%,,,
18464,03-28-2015,High,27,70,58,2,83,-73,03-30-2015,Delivery Truck,Brian Derr,111,Office Supplies,Appliances,118.24%,,,
18466,05-21-2015,Low,25,39,30,5,8,-3,05-23-2015,Regular Air,Deanra Eno,908,Office Supplies,Envelopes,20.21%,,,
18466,05-21-2015,Low,24,277,241,30,11,-5,05-23-2015,Express Air,Deanra Eno,344,Technology,Office Machines,3.85%,,,
18500,02-11-2015,Medium,30,"2,558","2,037",77,8,437,02-14-2015,Regular Air,Toby Swindell,297,Technology,Computer Peripherals,0.32%,,,
18500,02-11-2015,Medium,30,989,752,20,53,165,02-13-2015,Regular Air,Toby Swindell,103,Office Supplies,Storage & Organization,5.31%,,,
18500,02-11-2015,Medium,44,82,70,9,55,-52,02-13-2015,Delivery Truck,Toby Swindell,157,Furniture,Bookcases,66.90%,,,
18531,10-29-2015,Critical,50,148,116,9,22,1,11-01-2015,Delivery Truck,Jeremy Ellison,341,Furniture,Chairs & Chairmats,14.56%,,,
18592,09-30-2015,Critical,2,88,71,5,5,6,10-03-2015,Regular Air,Nora Pelletier,457,Office Supplies,"Scissors, Rulers and Trimmers",5.74%,,,
18596,10-02-2015,Low,32,"4,661","3,591",93,1,977,10-05-2015,Regular Air,Adam Bellavance,886,Office Supplies,Labels,0.02%,,,
18596,10-02-2015,Low,42,404,331,12,45,15,10-05-2015,Delivery Truck,Adam Bellavance,210,Furniture,Chairs & Chairmats,11.15%,,,
18661,09-08-2015,Low,11,"1,152",926,69,93,64,09-10-2015,Delivery Truck,Erin Creighton,30,Furniture,Tables,8.04%,,,
18661,09-08-2015,Low,12,40,32,3,87,-82,09-10-2015,Delivery Truck,Erin Creighton,269,Furniture,Chairs & Chairmats,218.52%,,,
18757,05-22-2015,Low,9,683,585,27,23,48,05-24-2015,Regular Air,Matthew Clasen,621,Office Supplies,Binders and Binder Accessories,3.32%,,,
18757,05-22-2015,Low,5,201,174,6,15,7,05-25-2015,Regular Air,Matthew Clasen,1187,Office Supplies,Binders and Binder Accessories,7.39%,,,
18757,05-22-2015,Low,43,22,18,0,2,1,05-25-2015,Express Air,Matthew Clasen,789,Office Supplies,Paper,10.93%,,,
18849,08-05-2015,High,43,"1,122",911,79,8,124,08-07-2015,Regular Air,Deanra Eno,908,Office Supplies,Envelopes,0.70%,,,
18849,08-05-2015,High,6,330,267,40,1,22,08-07-2015,Regular Air,Deanra Eno,599,Office Supplies,Appliances,0.45%,,,
18849,08-05-2015,High,39,477,414,38,13,11,08-07-2015,Regular Air,Deanra Eno,731,Furniture,Office Furnishings,2.76%,,,
18851,12-16-2015,Critical,32,300,259,18,16,8,12-18-2015,Express Air,Thea Hudgings,1151,Office Supplies,Paper,5.19%,,,
18917,05-03-2015,Critical,14,127,110,14,2,0,05-06-2015,Regular Air,Steve Nguyen,1100,Office Supplies,Binders and Binder Accessories,1.76%,,,
18918,10-27-2015,Not Specified,7,289,251,38,21,-21,10-29-2015,Regular Air,Quincy Jones,196,Technology,Office Machines,7.26%,,,
18950,02-27-2015,Low,33,608,485,43,21,59,03-01-2015,Delivery Truck,Barry Gonzalez,388,Technology,Office Machines,3.46%,,,
19044,04-11-2015,Low,29,"4,831","4,167",483,14,168,04-14-2015,Regular Air,Rob Dowd,758,Office Supplies,Storage & Organization,0.29%,,,
19044,04-11-2015,Low,32,516,445,57,21,-7,04-13-2015,Regular Air,Rob Dowd,165,Technology,Office Machines,4.07%,,,
19074,06-25-2015,Critical,17,"4,441","3,345",89,102,905,06-28-2015,Delivery Truck,Sonia Sunley,186,Office Supplies,Appliances,2.30%,,,
19143,11-04-2015,High,3,5,4,1,24,-24,11-07-2015,Delivery Truck,Ed Braxton,54,Technology,Office Machines,477.98%,,,
19207,03-15-2015,Not Specified,23,"6,048","4,880",786,1,380,03-18-2015,Regular Air,Cindy Chapman,1048,Office Supplies,Labels,0.02%,,,
19207,03-15-2015,Not Specified,11,71,61,0,1,8,03-18-2015,Regular Air,Cindy Chapman,827,Office Supplies,Rubber Bands,1.48%,,,
19332,02-27-2015,High,46,90,78,7,44,-39,03-01-2015,Delivery Truck,Barry Gonzalez,20,Furniture,Tables,48.85%,,,
19361,09-23-2015,Low,43,792,690,79,8,15,09-25-2015,Regular Air,Valerie Takahito,960,Office Supplies,Paper,0.98%,,,
19361,09-23-2015,Low,21,207,179,15,13,0,09-26-2015,Regular Air,Valerie Takahito,475,Furniture,Office Furnishings,6.50%,,,
19361,09-23-2015,Low,21,76,66,6,4,-1,09-25-2015,Regular Air,Valerie Takahito,489,Office Supplies,Binders and Binder Accessories,5.87%,,,
19394,12-25-2015,Medium,16,"1,567","1,362",110,1,95,12-28-2015,Regular Air,Darren Powers,512,Technology,Telephones and Communication,0.09%,,,
19394,12-25-2015,Medium,5,336,291,24,13,8,12-28-2015,Regular Air,Darren Powers,169,Technology,Telephones and Communication,3.93%,,,
19425,09-24-2015,Not Specified,34,"1,332","1,082",0,5,244,09-26-2015,Regular Air,Cassandra Brandow,747,Office Supplies,"Scissors, Rulers and Trimmers",0.41%,,,
19586,11-01-2015,Not Specified,36,305,244,40,4,18,11-04-2015,Regular Air,Gary Hwang,928,Office Supplies,"Scissors, Rulers and Trimmers",1.26%,,,
19617,01-20-2015,Low,3,912,786,91,13,21,01-22-2015,Regular Air,Jack Lebron,361,Technology,Telephones and Communication,1.48%,,,
19617,01-20-2015,Low,38,173,151,7,9,6,01-23-2015,Regular Air,Jack Lebron,526,Technology,Office Machines,5.45%,,,
19652,06-02-2015,Critical,34,"2,520","1,973",176,6,364,06-04-2015,Regular Air,Tamara Manning,383,Technology,Telephones and Communication,0.24%,,,
19652,06-02-2015,Critical,28,"1,347","1,034",27,63,223,06-05-2015,Delivery Truck,Tamara Manning,124,Furniture,Chairs & Chairmats,4.68%,,,
19653,09-11-2015,Not Specified,34,630,505,63,8,54,09-14-2015,Regular Air,Edward Nazzal,1026,Office Supplies,Binders and Binder Accessories,1.30%,,,
19718,06-24-2015,Low,6,75,61,3,11,0,06-26-2015,Regular Air,Victor Price,694,Technology,Office Machines,15.04%,,,
19745,12-18-2015,High,2,"8,728","7,264",0,3,"1,461",12-20-2015,Regular Air,Harold Pawlan,280,Technology,Computer Peripherals,0.03%,,,
19745,12-18-2015,High,25,"6,798","5,466",816,7,508,12-21-2015,Regular Air,Harold Pawlan,330,Furniture,Office Furnishings,0.11%,,,
19745,12-18-2015,High,29,"1,150",894,46,11,199,12-20-2015,Regular Air,Harold Pawlan,95,Technology,Computer Peripherals,0.94%,,,
19745,12-18-2015,High,50,60,49,0,2,8,12-21-2015,Regular Air,Harold Pawlan,533,Office Supplies,Envelopes,3.49%,,,
19777,10-19-2015,Not Specified,2,330,284,23,15,8,10-21-2015,Regular Air,Pauline Chand,482,Office Supplies,Binders and Binder Accessories,4.67%,,,
19777,10-19-2015,Not Specified,24,120,103,7,12,-2,10-22-2015,Regular Air,Pauline Chand,198,Technology,Telephones and Communication,10.14%,,,
19777,10-19-2015,Not Specified,22,37,32,3,13,-10,10-22-2015,Regular Air,Pauline Chand,678,Office Supplies,Binders and Binder Accessories,33.90%,,,
19782,10-18-2015,Low,18,705,565,56,1,82,10-21-2015,Regular Air,Erin Ashbrook,1040,Office Supplies,Rubber Bands,0.16%,,,
19874,06-08-2015,High,31,"1,372","1,096",0,14,262,06-11-2015,Regular Air,Mathew Reese,758,Office Supplies,Storage & Organization,1.03%,,,
19905,08-12-2015,Critical,20,"2,112","1,710",127,1,275,08-14-2015,Regular Air,Matt Abelman,817,Office Supplies,Labels,0.04%,,,
19905,08-12-2015,Critical,25,83,71,2,97,-87,08-14-2015,Delivery Truck,Matt Abelman,5,Furniture,Tables,117.29%,,,
19936,11-13-2015,Critical,19,162,121,13,2,26,11-15-2015,Regular Air,Giulietta Weimer,1109,Office Supplies,Binders and Binder Accessories,1.38%,,,
19936,11-13-2015,Critical,41,36,31,4,3,-2,11-15-2015,Regular Air,Giulietta Weimer,280,Technology,Computer Peripherals,8.36%,,,
19972,06-16-2015,Critical,6,"1,225","1,013",74,13,126,06-19-2015,Regular Air,Liz Price,744,Furniture,Office Furnishings,1.10%,,,
20002,08-12-2015,Medium,9,"1,992","1,575",259,4,154,08-14-2015,Regular Air,Dianna Vittorini,806,Technology,Computer Peripherals,0.18%,,,
20003,01-30-2015,Medium,39,"9,722","7,845",681,6,"1,191",02-02-2015,Regular Air,Shirley Schmidt,372,Technology,Computer Peripherals,0.06%,,,
20003,01-30-2015,Medium,5,301,240,36,1,23,02-01-2015,Regular Air,Shirley Schmidt,440,Technology,Telephones and Communication,0.49%,,,
20032,11-05-2015,Medium,8,270,218,22,3,28,11-08-2015,Regular Air,Liz Carlisle,597,Technology,Computer Peripherals,1.10%,,,
20066,09-02-2015,Critical,3,43,33,1,9,0,09-04-2015,Regular Air,Anna Chung,734,Office Supplies,Envelopes,19.99%,,,
20066,09-02-2015,Critical,16,35,30,0,13,-9,09-04-2015,Regular Air,Anna Chung,554,Office Supplies,Paper,37.74%,,,
20096,08-19-2015,Low,35,164,143,7,44,-29,08-22-2015,Delivery Truck,Peter Buhler,20,Furniture,Tables,26.66%,,,
20194,03-13-2015,High,10,"3,539","2,846",460,10,223,03-15-2015,Regular Air,Dennis Bolton,608,Furniture,Office Furnishings,0.28%,,,
20256,01-31-2015,Low,24,"13,775","10,785",275,17,"2,696",02-03-2015,Regular Air,Roland Black,446,Office Supplies,Storage & Organization,0.13%,,,
20292,11-08-2015,Medium,5,456,376,0,6,73,11-10-2015,Regular Air,Michael Grace,373,Technology,Computer Peripherals,1.32%,,,
20292,11-08-2015,Medium,26,533,440,59,12,22,11-11-2015,Regular Air,Michael Grace,721,Office Supplies,Appliances,2.30%,,,
20354,09-19-2015,Critical,24,576,495,17,1,63,09-21-2015,Regular Air,Logan Haushalter,1030,Office Supplies,Labels,0.13%,,,
20450,12-07-2015,Critical,26,877,748,35,100,-6,12-09-2015,Delivery Truck,Ed Braxton,46,Furniture,Tables,11.40%,,,
20451,05-25-2015,Critical,17,"1,825","1,462",237,69,57,05-27-2015,Delivery Truck,Bill Overfelt,17,Furniture,Tables,3.76%,,,
20451,05-25-2015,Critical,6,53,39,7,3,4,05-28-2015,Regular Air,Bill Overfelt,1035,Office Supplies,Paper,5.65%,,,
20451,05-25-2015,Critical,33,54,46,3,8,-3,05-28-2015,Regular Air,Bill Overfelt,386,Office Supplies,Storage & Organization,14.19%,,,
20579,10-01-2015,Medium,16,"1,344","1,088",175,13,68,10-03-2015,Regular Air,Jim Epp,167,Technology,Telephones and Communication,1.00%,,,
20615,04-15-2015,Medium,29,496,424,15,5,52,04-18-2015,Express Air,Benjamin Farhat,947,Office Supplies,Paper,0.91%,,,
20642,05-19-2015,High,32,462,371,14,1,76,05-22-2015,Regular Air,Darren Koutras,817,Office Supplies,Labels,0.16%,,,
20642,05-19-2015,High,47,477,358,14,68,37,05-22-2015,Delivery Truck,Darren Koutras,663,Office Supplies,Storage & Organization,14.15%,,,
20676,11-22-2015,Low,22,14,12,1,2,-1,11-24-2015,Regular Air,Shahid Shariari,1109,Office Supplies,Binders and Binder Accessories,15.47%,,,
20807,07-21-2015,Not Specified,16,68,58,9,5,-4,07-23-2015,Regular Air,Justin Hirsh,379,Technology,Telephones and Communication,7.29%,,,
20807,07-21-2015,Not Specified,39,41,36,5,45,-44,07-24-2015,Delivery Truck,Justin Hirsh,29,Furniture,Chairs & Chairmats,108.80%,,,
20932,07-29-2015,High,38,95,82,3,3,7,07-31-2015,Regular Air,Raymond Fair,1055,Office Supplies,Pens & Art Supplies,2.94%,,,
20933,08-26-2015,High,45,"1,776","1,433",124,8,211,08-29-2015,Regular Air,Alan Hwang,161,Technology,Telephones and Communication,0.42%,,,
20964,03-30-2015,Critical,11,"1,158",880,69,13,194,04-01-2015,Regular Air,Patrick Gardner,361,Technology,Telephones and Communication,1.16%,,,
20995,03-27-2015,Medium,37,"2,178","1,763",44,99,272,03-29-2015,Delivery Truck,Jill Matthias,36,Furniture,Bookcases,4.56%,,,
21028,06-07-2015,Critical,38,607,505,36,10,55,06-10-2015,Regular Air,Gary Mitchum,734,Office Supplies,Envelopes,1.72%,,,
21191,11-14-2015,High,48,15,12,0,21,-18,11-17-2015,Regular Air,Darren Budd,293,Technology,Office Machines,140.84%,,,
21220,12-22-2015,Not Specified,4,"1,835","1,405",184,39,208,12-24-2015,Delivery Truck,Rick Hansen,360,Technology,Office Machines,2.15%,,,
21223,03-15-2015,Not Specified,8,303,242,12,28,21,03-18-2015,Regular Air,Harold Engle,449,Furniture,Office Furnishings,9.14%,,,
21223,03-15-2015,Not Specified,3,"2,500","2,172",325,39,-36,03-17-2015,Delivery Truck,Harold Engle,237,Furniture,Bookcases,1.57%,,,
21253,04-17-2015,Medium,5,37,30,2,30,-25,04-20-2015,Regular Air,Jim Karlsson,580,Office Supplies,Envelopes,81.22%,,,
21344,12-09-2015,Low,48,"2,250","1,940",45,13,252,12-12-2015,Regular Air,Bobby Trafton,300,Furniture,Office Furnishings,0.58%,,,
21344,12-09-2015,Low,39,606,504,42,1,58,12-12-2015,Regular Air,Bobby Trafton,888,Office Supplies,Labels,0.12%,,,
21344,12-09-2015,Low,29,404,320,44,3,36,12-11-2015,Regular Air,Bobby Trafton,543,Technology,Computer Peripherals,0.74%,,,
21382,01-12-2015,Critical,21,"5,418","4,371",325,97,624,01-15-2015,Delivery Truck,Andy Reiter,27,Furniture,Chairs & Chairmats,1.79%,,,
